Speed,Heading,Steering,Accelerate,X,Y,Lateral,Beta,Yaw,Rel_Yaw,Lane_heading
10.000052686090315,-4.063064382107708,-0.11266699867844393,-6.585761289734648e-05,-16.03749118330911,-44.73683332301433,-0.279134661666518,-0.0565128402716473,-4.119577222379355,10.000052686090315,4.842476516635838
10.000042148872252,-4.1082508156819495,-0.11266699867844393,-5.268609031539029e-05,-17.129694327249474,-43.06156418711399,-0.27949262425128296,-0.0565128402716473,-4.164763655953597,10.000042148872252,4.798390486743724
10.0000337190978,-4.1534372048167425,-0.11266699867844393,-4.214887225195696e-05,-18.14510797077095,-41.33867079154887,-0.2641837729731549,-0.0565128402716473,-4.20995004508839,10.0000337190978,4.753051186860431
10.000026975278239,-4.198623558399976,-0.11266699867844393,-3.371909780014448e-05,-19.08165959293922,-39.57167014451183,-0.23325841562733984,-0.0565128402716473,-4.255136398671623,10.000026975278239,4.706551169833141
10.000021580222588,-4.24380988354196,-0.11266699867844393,-2.69752782386945e-05,-19.9374375800543,-37.764169320020926,-0.18681792313128653,-0.0565128402716473,-4.300322723813608,10.000021580222588,4.658985358662327
10.00001726417807,-4.342934718378337,-0.24473023129931484,-2.15802225884687e-05,-20.549832388813737,-35.860993509552394,-0.2962980488683584,-0.12422505154862018,-4.467159769926957,10.00001726417807,4.608901784702629
10.000013811342457,-4.3813079422252015,-0.09574976719641998,-1.7264178069353875e-05,-21.15739961636107,-33.95562250278664,-0.3051749183111241,-0.047984864969155445,-4.429292807194357,10.000013811342457,4.558760442419319
10.000011049073963,-4.42649421184987,-0.11266699867844393,-1.3811342457259457e-05,-21.670567925381956,-32.0227325280809,-0.3062788421401308,-0.0565128402716473,-4.4830070521215175,10.000011049073963,4.507894916769168
10.000008839259168,-4.46486741343737,-0.09574976719641998,-1.1049073963320666e-05,-22.116988441381757,-30.07330166428482,-0.2700590194859913,-0.047984864969155445,-4.512852278406525,10.000008839259168,4.456594104564009
10.000007071407335,-4.510053662092875,-0.11266699867844393,-8.839259168169633e-06,-22.467042746259114,-28.104326387652762,-0.22618838151087317,-0.0565128402716473,-4.566566502364522,10.000007071407335,4.40477896570527
10.00000565712587,-4.555239903292678,-0.11266699867844393,-7.071407335246249e-06,-22.72779937103852,-26.12154896207154,-0.16684015408306152,-0.0565128402716473,-4.611752743564326,10.00000565712587,4.352600612400501
10.000004525700698,-4.6543645908144144,-0.24473023129931484,-5.657125869973356e-06,-22.72756438252657,-24.12227568398364,-0.2634758948554179,-0.12422505154862018,-4.778589642363035,10.000004525700698,4.299988157713978
10.000003620560559,-4.699550821278006,-0.11266699867844393,-4.525700697755042e-06,-22.700466194731757,-22.122609680679854,-0.28115326174273036,-0.0565128402716473,-4.756063661549653,10.000003620560559,4.247365368153352
10.000002896448445,-4.744737047924278,-0.11266699867844393,-3.620560558914576e-06,-22.583069055693752,-20.126209001290512,-0.2831598758785887,-0.0565128402716473,-4.801249888195925,10.000002896448445,2.1004334057762257
10.000002317158756,-4.7899232715166935,-0.11266699867844393,-2.8964484446447614e-06,-22.375612644374325,-18.13714915859625,-0.2694891453495245,-0.0565128402716473,-4.846436111788341,10.000002317158756,2.0480897257053243
