Speed,Heading,Steering,Accelerate,X,Y,Lateral,Beta,Yaw,Road_heading
5.017677247524261,0.05528817720723973,0.2718817567836206,0.08838623762130737,74.49858717663827,0.15645266178645725,0.15645266178645725,0.13850011113345556,0.19378828834069528,0.0
5.020074734091758,0.10893836766176979,0.26341551046190725,0.011987432837486267,75.48070863025063,0.36291556759196847,0.36291556759196847,0.13403261938509617,0.24297098704686595,0.0
5.022472220659256,0.16261418852689805,0.26341551046190725,0.011987432837486267,76.4508064357835,0.6218790524255555,0.6218790524255555,0.13403261938509617,0.2966468079119942,0.0
5.038920798897742,0.19030480889660478,0.13714438013391717,0.08224289119243622,77.42737019293463,0.8616271470112409,0.8616271470112409,0.06889614783992254,0.2592009567365273,0.0
5.084941589832305,0.27057047919562577,0.38487918769446483,0.23010395467281342,78.35142275532873,1.2708495585332689,1.2708495585332689,0.19983733341434315,0.4704078126099689,0.0
5.08569912314415,0.2845296040984988,0.06855912913434692,0.0037876665592193604,79.32011753268429,1.5806615353632747,1.5806615353632747,0.03431989346604485,0.31884949756454367,0.0
5.087072777748108,0.293117196314089,0.0421949578636473,0.006868273019790649,80.2893231868143,1.8895214912085307,1.8895214912085307,0.02110687367715018,0.3142240699912392,0.0
5.122013595700264,0.28892176991992957,-0.02056916654834945,0.17470408976078033,81.26894815470355,2.172737450676769,2.172737450676769,-0.010285671216905245,0.2786360987030243,0.0
5.220606610178947,0.37083400291946017,0.3850946228624901,0.49296507239341736,82.16537583169335,2.6814645582408847,-2.3185354417591153,0.1999577927893717,0.5707917957088319,0.0
5.240547677874564,0.2962441328205608,-0.34781059906753015,0.09970533847808838,83.19613186434921,2.854841110914893,-2.145158889085107,-0.17932733141260296,0.11691680140795782,0.0
5.282674768567084,0.37521481434275744,0.36535866423202334,0.2106354534626007,84.11230649837037,3.3691794791896283,-1.6308205208103717,0.18898410689467593,0.5641989212374334,0.0
5.378898051381109,0.38408834854805834,0.04172499835651888,0.4811164140701294,85.09174048117643,3.7821744959185466,-1.2178255040814534,0.02087158340657616,0.40495993195463453,0.0
5.4306664675474146,0.36038431223592887,-0.10954475699025956,0.2588420808315277,86.11573826692785,4.122937485197231,-0.8770625148027689,-0.054937190407995384,0.3054471218279335,0.0
5.45772982239723,0.28104982651188104,-0.3551043341037279,0.13531677424907684,87.1911098197728,4.286134467249753,-0.7138655327502468,-0.18333001014006514,0.0977198163718159,0.0
5.516135305166244,0.22455672216185288,-0.2543924424091908,0.29202741384506226,88.27675726996111,4.4313068466128565,-0.5686931533871435,-0.1292878038939056,0.09526891826794728,0.0
5.591927486658094,0.22073672226687308,-0.01723284728011737,0.37896090745925903,89.35959879615761,4.667394086238092,-0.33260591376190796,-0.008617063394595758,0.21211965887227732,0.0
5.626866674423215,0.14083117055627603,-0.3475862927642722,0.1746959388256073,90.47992479030414,4.684084922039436,-0.31591507796056373,-0.17920448104031136,-0.03837331048403533,0.0
5.694041037559506,0.05146784114203973,-0.38345994649737225,0.3358718156814575,91.60507285294184,4.584814825144529,-0.4151851748554707,-0.19904415066255132,-0.1475763095205116,0.0
5.7027215152978865,0.06500626059732585,0.05936736907207402,0.04340238869190216,92.74027143442139,4.6823293658435885,-0.3176706341564115,0.0297098625181752,0.09471612311550105,0.0
5.788177588582036,0.0007386101283233214,-0.27591444846427315,0.42728036642074585,93.88094538391849,4.571278501432623,-0.42872149856737707,-0.14063352418916947,-0.13989491406084614,0.0
5.825672343373294,-0.03731648482705012,-0.1631038497471683,0.18747377395629883,95.03589220282743,4.46234095139107,-0.5376590486089299,-0.08209792842241141,-0.11941441324946153,0.0
5.8778711944818465,-0.015555203728469622,0.0929397239296958,0.2609942555427551,96.20432694028753,4.481630853188986,-0.5183691468110139,0.0465704282609271,0.031015224532457482,0.0
5.915365949273105,-0.05419872989142141,-0.1631038497471683,0.18747377395629883,97.37514678004698,4.351685466893806,-0.6483145331061939,-0.08209792842241141,-0.1362966583138328,0.0
5.9528607040643635,-0.09308823884900316,-0.1631038497471683,0.18747377395629883,98.5474722019158,4.175393275116928,-0.824606724883072,-0.08209792842241141,-0.17518616727141456,0.0
6.0190238147973965,-0.09472316969543512,-0.006840745378788871,0.33081555366516113,99.73683150050807,4.059597839269928,-0.9404021607300717,-0.0034204127046293677,-0.09814358240006449,0.0
6.111969950795169,-0.17648620302754228,-0.3302373717120735,0.4647306799888611,100.89542438023967,3.7116837717958795,-1.2714152947468094,-0.16974571423119436,-0.34623191725873664,-0.14846735087183527
6.178133061528202,-0.17816467133219707,-0.006840745378788871,0.33081555366516113,102.1023059794131,3.491486888376327,-1.414630665223136,-0.0034204127046293677,-0.18158508403682644,-0.1396594755350531
6.2710791975259745,-0.26207799260528447,-0.3302373717120735,0.4647306799888611,103.25713074969278,3.035741366014666,-1.7351277458372145,-0.16974571423119436,-0.43182370683647886,-0.12142965464058664
6.276553699374197,-0.3226220070943066,-0.23844317115516703,0.027372509241104126,104.41095036005792,2.543556337595839,-2.0289657301798343,-0.120940513936408,-0.4435625210307146,-0.10174225350383348
6.321536481380461,-0.3099514651225414,0.0503209177367786,0.22491391003131866,105.61554505141513,2.1798588332558806,-2.1203041084975993,0.025176396751679066,-0.28477506837086236,-0.08719435333023529
6.325062283873557,-0.41131421373819954,-0.38831489176532996,0.01762901246547699,106.69615105427557,1.5240070232711,-2.458453529549054,-0.20176020062410893,-0.6130744143623085,-0.060960280930844046
6.32583218514919,-0.3509570405698021,0.23579945582238326,0.003849506378173828,107.91466544720748,1.1846292897943356,-2.3851719598129115,0.11956158819544704,-0.23139545237435505,-0.04738517159177347
6.354495951533316,-0.4503355881354343,-0.380437183238578,0.14331883192062378,108.97314049812691,0.4889690499918131,2.367724585452308,-0.19735697172889802,-0.6476925598643323,-0.02444845249959071
6.3556862384080866,-0.3625753725310782,0.3371277626788004,0.005951434373855591,110.20501023654113,0.17758172234844435,-2.388563997614849,0.17349235536989532,-0.18908301716118286,-0.007103268893937864
6.413978096842764,-0.4626618569010939,-0.3807409318452124,0.2914592921733856,111.26162460456825,-0.5351934111456538,2.487838586127495,-0.19752637807293894,-0.6601882349740329,0.02675967055728279
