Speed,Heading,Steering,Accelerate,X,Y,Lateral,Beta,Yaw,Road_heading
5.052198851108552,0.0186862397365688,0.0929397239296958,0.2609942555427551,83.69580637946764,5.052957590668093,0.052957590668093246,0.0465704282609271,0.06525666799749591,0.0
5.088327392935755,0.007603323232698437,-0.05467755799690399,0.18064270913600922,84.70857266623622,5.040431781399705,0.040431781399704825,-0.027359227523831277,-0.019755904291132838,0.0
5.104687783122065,-0.008624484509543874,-0.07954026037111156,0.08180195093154907,85.72659736806905,5.002096166495179,0.002096166495179297,-0.03983313274583739,-0.048457617255381266,0.0
5.110970911383631,0.033879066158243834,0.20623479430127534,0.03141564130783081,86.74173879923816,5.113976926113818,0.11397692611381771,0.10422561484402608,0.1381046810022699,0.0
5.147099453210833,0.022667529048252526,-0.05467755799690399,0.18064270913600922,87.7663328253003,5.116828036919354,0.11682803691935373,-0.027359227523831277,-0.004691698475578751,0.0
5.163459843397144,0.006252484806902872,-0.07954026037111156,0.08180195093154907,88.79656910837055,5.093502302008577,0.09350230200857723,-0.03983313274583739,-0.03358064793893452,0.0
5.173986712098125,-0.0016679710805898094,-0.038310828439780564,0.0526343435049057,89.82983553127859,5.077433597963739,0.07743359796373905,-0.019162445493730283,-0.020830416574320092,0.0
5.184513580799106,-0.009604563624294835,-0.038310828439780564,0.0526343435049057,90.86504692240435,5.053126564664525,0.0531265646645247,-0.019162445493730283,-0.028767009118025117,0.0
5.198040887713436,0.0254598400492917,0.167944399901226,0.06763653457164764,91.89891063529552,5.142937904307547,0.14293790430754694,0.08456851249373394,0.11002835254302565,0.0
5.214401277899746,0.008882506178973263,-0.07954026037111156,0.08180195093154907,92.9393928889371,5.1222305432666735,0.12223054326667349,-0.03983313274583739,-0.030950626566864127,0.0
5.224928146600727,0.0008839620737130789,-0.038310828439780564,0.0526343435049057,93.98288501284603,5.108720613944964,0.10872061394496413,-0.019162445493730283,-0.018278483420017203,0.0
5.235455015301708,-0.007130718687759449,-0.038310828439780564,0.0526343435049057,95.02834047789112,5.086815071805719,0.08681507180571923,-0.019162445493730283,-0.02629316418148973,0.0
5.2399056643247635,-0.04098742709116128,-0.16075564386639646,0.02225324511528015,96.07052257889428,4.982967242494383,-0.017032757505616836,-0.08090048125303141,-0.12188790834419269,0.0
5.328166231513025,-0.09744692841657807,-0.2639952473417038,0.4413028359413147,97.10446734189726,4.779671238507179,-0.2203287614928211,-0.13433805193482526,-0.23178498035140332,0.0
5.332689249515535,-0.070471318168319,0.12611608441827693,0.022615090012550354,98.17003644234055,4.752871559004411,-0.2471284409955894,0.06330978088060317,-0.007161537287715833,0.0
5.371993562579157,-0.15168816033261354,-0.3691250111954921,0.1965215653181076,99.19472415835828,4.448639487174588,-0.5513605128254122,-0.19106884229513788,-0.34275700262775144,0.0
5.4133229941129715,-0.08170106060653981,0.31806479317817515,0.20664715766906738,100.27103124741402,4.486108997837027,-0.5123910560661251,0.16315815224941832,0.08145709164287851,-0.17944435991348096
5.4506416052579905,-0.06279798042270505,0.08696156186382142,0.18659305572509766,101.3556195300386,4.451567393142343,-0.5108829826062511,0.04356314038156434,-0.019234840041140712,-0.17806269572569366
5.537658545374873,-0.1308812702826314,-0.30464613613439084,0.4350847005844116,102.41958133031797,4.189581727341013,-0.6897092169235144,-0.15594071926803157,-0.28682198955066296,-0.16758326909364052
5.574977156519892,-0.11154501137383281,0.08696156186382142,0.18659305572509766,103.52595765363469,4.09991048312406,-0.643521135644054,0.04356314038156434,-0.06798187099226846,-0.16399641932496234
5.646675202250482,-0.17110192850831143,-0.26214059491084285,0.3584902286529541,104.60657386016318,3.8069304066258085,-0.7514854451852422,-0.13336118133660033,-0.30446310984491176,-0.15227721626503232
5.683993813395501,-0.15138586112200245,0.08696156186382142,0.18659305572509766,105.7301098001713,3.670353058216212,-0.6459495725531355,0.04356314038156434,-0.10782272074043811,-0.14681412232864854
5.755691859126092,-0.21210242090870032,-0.26214059491084285,0.3584902286529541,106.81885792749549,3.327606877074564,-0.6962129278849929,-0.13336118133660033,-0.34546360224530065,-0.1331042750829825
5.827389904856682,-0.2735816541646904,-0.26214059491084285,0.3584902286529541,107.89808297577206,2.9140276572490076,-0.7629956849169801,-0.13336118133660033,-0.40694283550129073,-0.1165611062899603
5.878021559119225,-0.35375674054829226,-0.33500018825107125,0.2531582713127136,108.93854707365372,2.3820462135501743,-0.8990951104855966,-0.1723340966522942,-0.5260908372005865,-0.09528184854200705
5.8802625149488446,-0.44728522769886125,-0.3855347856541799,0.011204779148101807,109.91838079920748,1.7328719413316027,-1.1108392676426142,-0.20020395449436607,-0.6474891821932274,-0.06931487765326416
5.882503470778464,-0.5408493674196807,-0.3855347856541799,0.011204779148101807,110.8336440215484,0.9947341770719451,-1.3748713029633635,-0.20020395449436607,-0.7410533219140467,-0.039789367082877725
5.8910668730735765,-0.5231802284153582,0.07496764658910782,0.04281701147556305,111.86806033086958,0.43308624775515253,-1.370318037998036,0.03753656352767936,-0.4856436648876788,-0.01732344991020618
5.9424574136734,-0.5220248151732142,0.0048890020008430235,0.256952702999115,112.89330372646822,-0.15440633851333316,-1.3338877557001538,0.002444515607832655,-0.5195802995653815,0.006176253540533416
5.944865715503692,-0.6160920630975802,-0.38366433370806285,0.01204150915145874,113.76068299561524,-0.9665769674579571,-1.5132465240187685,-0.1991583377878322,-0.8152504008854125,0.0386630786983182
5.966486713290215,-0.7091223943891126,-0.3791485279609132,0.10810498893260956,114.55166566980354,-1.8556922797260385,-1.741305358775353,-0.19663859399640368,-0.9057609883855163,0.0742276911890416
